Date,heading,detail,reference,Themes,type
2021-01-28,Pullman Hotel placed under major restrictions ,"After several cases emerge at the Pullman Hotel managed isolation facility, returnee movement is heavily restricted, with no new arrivals or departures from the facility. Increased ventilation and deep cleaning have also been introduced in order to address potential infection through fomites and droplets. The Ministry of Health seeks returnees who had left the facility during the period of potential infection in order to test them and identify any further possible community cases. ","(NZ Herald, 2021e)",Border control,Border
2021-01-27,Additional cases linked to earlier MIQ case,"Ashley Bloomfield announces that two further people isolating at the Pullman Hotel at the same time as the Northland case are confirmed to have COVID-19. The two cases are transferred to a quarantine facility, and genomic sequencing confirms that they are both the variant first identified in South Africa. The partner of one of these cases is later confirmed as having COVID-19. A further case, known as the Hamilton case, is confirmed on 6 February, making four people who have tested positive for COVID-19 after leaving the Pullman.","(Earley, 2021; Hunt, 2021; MOH, 2021b; 2021c)",Border control,Border
2021-01-26,Immunisation scheme given provisional timetable,"COVID-19 Response Minister Chris Hipkins announces that the government’s first focus will be vaccinating border staff, managed isolation and quarantine workers and their close contacts. Hipkins states that the government hopes to begin a vaccination scheme for the wider population by mid-2021. Cabinet has set aside $983.7 million from the COVID-19 Response and Recovery Fund to secure vaccine access for New Zealand, as this will be the largest immunisation scheme in New Zealand’s history. ","(Ardern & Hipkins, 2021a)",Vaccination,Vaccination
2021-01-25,Government grants legal indemnity to Pfizer and BioNTech,The government grants pharmaceutical companies Pfizer and BioNTech indemnity for the vaccines they are providing to New Zealanders. The request for indemnity has come as a result of the need to fast-track the clinical trial process to address the pandemic. Governments often offer indemnity to pharmaceutical companies for pandemic vaccines. This protects Pfizer and BioNTech from potential legal action and means that the government will take on the liability. Further indemnity agreements with other pharmaceutical companies are expected and will be considered by Treasury on a case-by-case basis. ,"(Strang, 2021)",Vaccination,Vaccination
2021-01-25,Mask wearing now required on all international Air NZ flights ,Air New Zealand announces that all passengers on their international flights will now be required to wear face coverings. This is an extension of the existing mask mandate for all domestic flights and some international flights.,"(Air New Zealand, 2021a)",PPE,PPE
2021-01-25,Australia suspends travel bubble in response to South African variant ,"The quarantine-free travel bubble with certain Australian states is suspended in response to the Northland community case with the South African strain of COVID-19, detected on 24 January. All travellers from New Zealand to Australia are now required to go through hotel quarantine upon arrival, and people who arrived between 14 and 24 January are asked to isolate and get tested. ","(BBC News, 2021)",Trans-Tasman bubble,Bubble
2021-01-24,Northland community case found to have South African variant,"A 56-year-old woman in Northland tests positive for COVID-19 after leaving MIQ. She had travelled from the UK, and had tested negative for COVID-19 twice while in managed isolation. Dr Ashley Bloomfield states that the woman has been ‘assiduous’ in using the COVID-19 Tracer app. Businesses she had visited in Northland, Auckland and Waikato close in response to government advice, and people who visited these locations are advised to stay home, get tested and call Healthline. The woman is found to have the South African strain of the coronavirus, which may be more transmissible than the original version. ","(Boyle, 2021; MOH, 2021a; NZ Herald, 2021b; 2021c; 2021d)",Border control,Border
2021-01-21,Cook Islands one-way travel bubble begins,The first quarantine-free flight of travellers from Rarotonga arrives in Auckland. This is the first travel bubble that has been established between New Zealand and a Pacific country; it is currently a one-way corridor which is predicted to open to New Zealand travellers in the first quarter of 2021. ,"(Granville & Tokalau, 2021)",Pacific bubble,Bubble
2021-01-19,Pre-departure testing becomes mandatory for arrivals,"COVID-19 Response Minister Chris Hipkins announces that all travellers to New Zealand (with a few exemptions) must provide documentation of a pre-departure negative COVID-19 test upon arrival in order to contend with the high rates of infection globally. Travellers from Australia, Antarctica and most Pacific Islands are exempt from the pre-departure test, but are still required to spend two weeks in managed isolation. From 8 February 2021, arrivals who do not provide evidence of a negative test will incur an infringement offence fee or a fine of up to $1000. ","(Hipkins, 2021a)",Border control,Border
2021-01-16,COVID-19 contamination discovered in ice cream made in China with New Zealand ingredients,"Health officials in the Chinese municipality of Tianjin announce that three samples of ice cream made from New Zealand milk powder have returned a positive COVID-19 test. The manufacturer, Tianjin Daqiaodao Food Company, has since sealed and contained all products. Experts believe that the contamination was likely a one-off event due to hygiene at the production plant. The Ministry for Primary Industries does not consider that New Zealand ingredients were the source of the contamination.","(NZ Herald, 2021a)",Testing,Testing
