class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date,date_last_updated
Economic,Work,Employment rate,By sex,Male,2010-12-01,          69.400000,Percent,2010-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2011-03-01,          69.900000,Percent,2011-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2011-06-01,          69.700000,Percent,2011-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2011-09-01,          70.100000,Percent,2011-09-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2011-12-01,          69.600000,Percent,2011-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2012-03-01,          69.800000,Percent,2012-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2012-06-01,          69.200000,Percent,2012-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2012-09-01,          68.700000,Percent,2012-09-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2012-12-01,          68.700000,Percent,2012-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2013-03-01,          68.900000,Percent,2013-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2013-06-01,          69.100000,Percent,2013-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2013-09-01,          69.900000,Percent,2013-09-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2013-12-01,          70.400000,Percent,2013-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2014-03-01,          70.600000,Percent,2014-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2014-06-01,          70.800000,Percent,2014-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2014-09-01,          70.600000,Percent,2014-09-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2014-12-01,          71.000000,Percent,2014-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2015-03-01,          71.200000,Percent,2015-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2015-06-01,          71.100000,Percent,2015-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2015-09-01,          70.100000,Percent,2015-09-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2015-12-01,          70.500000,Percent,2015-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2016-03-01,          70.700000,Percent,2016-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2016-06-01,          71.900000,Percent,2016-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2016-09-01,          72.400000,Percent,2016-09-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2016-12-01,          72.600000,Percent,2016-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2017-03-01,          73.200000,Percent,2017-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2017-06-01,          72.600000,Percent,2017-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2017-09-01,          73.500000,Percent,2017-09-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2017-12-01,          73.500000,Percent,2017-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2018-03-01,          73.300000,Percent,2018-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2018-06-01,          73.100000,Percent,2018-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2018-09-01,          73.300000,Percent,2018-09-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2018-12-01,          72.700000,Percent,2018-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2019-03-01,          72.500000,Percent,2019-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2019-06-01,          72.500000,Percent,2019-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2019-09-01,          72.600000,Percent,2019-09-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2019-12-01,          72.500000,Percent,2019-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2020-03-01,          72.800000,Percent,2020-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2020-06-01,          72.400000,Percent,2020-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2020-09-01,          71.800000,Percent,2020-09-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2020-12-01,          72.000000,Percent,2020-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2021-03-01,          72.100000,Percent,2021-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2021-06-01,          72.700000,Percent,2021-06-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2021-09-01,          73.200000,Percent,2021-09-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2021-12-01,          73.300000,Percent,2021-12-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2022-03-01,          73.200000,Percent,2022-03-01,03-08-22
Economic,Work,Employment rate,By sex,Male,2022-06-01,          73.000000,Percent,2022-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2007-09-01,          58.700000,Percent,2007-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2007-12-01,          59.800000,Percent,2007-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2008-03-01,          59.500000,Percent,2008-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2008-06-01,          59.600000,Percent,2008-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2008-09-01,          59.800000,Percent,2008-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2008-12-01,          59.900000,Percent,2008-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2009-03-01,          58.800000,Percent,2009-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2009-06-01,          58.300000,Percent,2009-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2009-09-01,          58.200000,Percent,2009-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2009-12-01,          57.800000,Percent,2009-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2010-03-01,          57.600000,Percent,2010-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2010-06-01,          57.600000,Percent,2010-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2010-09-01,          57.600000,Percent,2010-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2010-12-01,          57.500000,Percent,2010-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2011-03-01,          58.100000,Percent,2011-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2011-06-01,          58.300000,Percent,2011-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2011-09-01,          58.000000,Percent,2011-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2011-12-01,          58.200000,Percent,2011-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2012-03-01,          58.100000,Percent,2012-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2012-06-01,          58.400000,Percent,2012-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2012-09-01,          58.300000,Percent,2012-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2012-12-01,          58.100000,Percent,2012-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2013-03-01,          58.100000,Percent,2013-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2013-06-01,          58.100000,Percent,2013-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2013-09-01,          58.800000,Percent,2013-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2013-12-01,          58.800000,Percent,2013-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2014-03-01,          59.300000,Percent,2014-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2014-06-01,          58.900000,Percent,2014-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2014-09-01,          59.600000,Percent,2014-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2014-12-01,          60.200000,Percent,2014-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2015-03-01,          60.200000,Percent,2015-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2015-06-01,          59.700000,Percent,2015-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2015-09-01,          59.100000,Percent,2015-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2015-12-01,          59.600000,Percent,2015-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2016-03-01,          60.200000,Percent,2016-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2016-06-01,          61.200000,Percent,2016-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2016-09-01,          61.100000,Percent,2016-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2016-12-01,          61.700000,Percent,2016-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2017-03-01,          61.800000,Percent,2017-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2017-06-01,          61.500000,Percent,2017-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2017-09-01,          62.400000,Percent,2017-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2017-12-01,          62.600000,Percent,2017-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2018-03-01,          62.800000,Percent,2018-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2018-06-01,          62.900000,Percent,2018-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2018-09-01,          63.400000,Percent,2018-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2018-12-01,          63.200000,Percent,2018-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2019-03-01,          62.900000,Percent,2019-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2019-06-01,          63.100000,Percent,2019-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2019-09-01,          63.000000,Percent,2019-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2019-12-01,          62.700000,Percent,2019-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2020-03-01,          62.800000,Percent,2020-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2020-06-01,          62.000000,Percent,2020-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2020-09-01,          61.200000,Percent,2020-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2020-12-01,          61.600000,Percent,2020-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2021-03-01,          62.300000,Percent,2021-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2021-06-01,          62.900000,Percent,2021-06-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2021-09-01,          64.600000,Percent,2021-09-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2021-12-01,          64.400000,Percent,2021-12-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2022-03-01,          64.100000,Percent,2022-03-01,03-08-22
Economic,Work,Employment rate,By sex,Female,2022-06-01,          64.100000,Percent,2022-06-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2007-12-01,          68.200000,Percent,2007-12-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2008-03-01,          66.900000,Percent,2008-03-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2008-06-01,          67.400000,Percent,2008-06-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2008-09-01,          67.200000,Percent,2008-09-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2008-12-01,          67.800000,Percent,2008-12-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2009-03-01,          66.500000,Percent,2009-03-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2009-06-01,          66.100000,Percent,2009-06-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2009-09-01,          65.700000,Percent,2009-09-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2009-12-01,          66.200000,Percent,2009-12-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2010-03-01,          65.700000,Percent,2010-03-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2010-06-01,          65.600000,Percent,2010-06-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2010-09-01,          65.900000,Percent,2010-09-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2010-12-01,          66.100000,Percent,2010-12-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2011-03-01,          65.900000,Percent,2011-03-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2011-06-01,          65.900000,Percent,2011-06-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2011-09-01,          66.000000,Percent,2011-09-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2011-12-01,          66.600000,Percent,2011-12-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2012-03-01,          66.100000,Percent,2012-03-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2012-06-01,          65.800000,Percent,2012-06-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2012-09-01,          65.300000,Percent,2012-09-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2012-12-01,          64.800000,Percent,2012-12-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2013-03-01,          65.700000,Percent,2013-03-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2013-06-01,          65.500000,Percent,2013-06-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2013-09-01,          66.000000,Percent,2013-09-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2013-12-01,          67.000000,Percent,2013-12-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2014-03-01,          66.900000,Percent,2014-03-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2014-06-01,          66.800000,Percent,2014-06-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2014-09-01,          66.900000,Percent,2014-09-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2014-12-01,          67.900000,Percent,2014-12-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2015-03-01,          67.800000,Percent,2015-03-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2015-06-01,          67.000000,Percent,2015-06-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2015-09-01,          66.000000,Percent,2015-09-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2015-12-01,          67.100000,Percent,2015-12-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2016-03-01,          67.500000,Percent,2016-03-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2016-06-01,          67.600000,Percent,2016-06-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2016-09-01,          67.900000,Percent,2016-09-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2016-12-01,          68.600000,Percent,2016-12-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2017-03-01,          68.800000,Percent,2017-03-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2017-06-01,          68.000000,Percent,2017-06-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2017-09-01,          68.900000,Percent,2017-09-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2017-12-01,          69.400000,Percent,2017-12-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2018-03-01,          69.200000,Percent,2018-03-01,03-08-22
Economic,Work,Employment rate,By ethnic group,European,2018-06-01,          68.700000,Percent,2018-06-01,03-08-22
